This Sheet>,https://tinyurl.com/PDXMaskLibrary,,,,,,,,,,,,,,,,,,,,,,,"Weight in grams. Bold denotes with filter - typically for bespoke masks. 
non-bold is without filter, usually because many options exist",,"masks labeled RR 
are available in 
PDX, OR for tryon",
Website --->,https://bit.ly/PDXRespirators,,,,,,,,,,,,,,,,,,,,,,,,,,
pdxmasklibrary@gmail.com,,,,,"Inches, curved distance from 
mid-cheek to mid-cheek",,,,,"In inches, from top of nose 
to chin, vertically",,,,"Min/Max Depth
In middle third",,,,,,,,,,,,,
Name,Brand,Size name,Nose,Coverage,Width Min,,Width Max,,"*Ratio, special. ""Wideness"" measurement",Nose-Chin Min,,Nose-Chin Max,,Depth,Depth,P100,N95,KN95,Other,Facepiece Material,Website,Latex?,~$ cost,Weight,Notes,Source,Scan
6100,3M,Small,Med/Low,Half,3.25,3.25,4.75,4.75,1.727272727,2.75,2.75,4.5,4.5,1.8,1.9,Y,Y,N,Many,TPE,https://www.3m.com/3M/en_US/p/d/v000057394/,No Latex,15,79,,RR,
6200,3M,Medium,Med/Low,Half,3.75,3.75,4.5,4.5,1.285714286,3.5,3.5,5,5,1.8,1.9,Y,Y,N,Many,TPE,https://www.3m.com/3M/en_US/p/d/v000057394/,No Latex,15,90,"Many generics available, including in black",RR,
6300,3M,Large,Med/Low,Half,3.5,3.5,5,5,1.428571429,3.5,3.5,5.25,5.25,1.9,2.1,Y,Y,N,Many,TPE,https://www.3m.com/3M/en_US/p/d/v000057394/,No Latex,15,83,,RR,
6501,3M,Small,Med/High,Half,2.5,2.5,4.5,4.5,1.636363636,2.75,2.75,4.75,4.75,1.65,1.8,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000154018/,No Latex,30,99,,RR,Y
6502,3M,Medium,Med/High,Half,3,3,4.75,4.75,1.461538462,3.25,3.25,5,5,1.7,1.9,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000154018/,No Latex,30,93,,RR,Y
6503,3M,Large,Med/High,Half,3,3,5,5,1.538461538,3.25,3.25,5.5,5.5,1.75,2,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000154018/,No Latex,30,106,,RR,Y
7501,3M,Small,Med/High,Half,3,3,4.75,4.75,1.9,2.5,2.5,4.75,4.75,1.9,2,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000057593/,No Latex,45,131,,RR,Y
7502,3M,Medium,Med/High,Half,3.25,3.25,5,5,1.666666667,3,3,5,5,1.9,2,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000057593/,No Latex,45,122,,RR,Y
7503,3M,Large,High,Half,3,3,5.25,5.25,1.615384615,3.25,3.25,5.25,5.25,1.9,2.1,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v000057593/,No Latex,45,139,,RR,Y
6200DD,3M,Medium,Med/High,Half,2.75,2.75,4.5,4.5,1.285714286,3.5,3.5,5,5,1.6,1.8,Y,Y,N,Many,TPE,Discontinued,Unknown,30,99,,RR,
Secure-Click,3M,Small,Med/High,Half,2.5,2.5,4.25,4.25,1.545454545,2.75,2.75,4.75,4.75,1.5,1.7,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v100837635/,Unknown,45,187,"Speaking diaphragm, one-click fit test",RR,
Secure-Click,3M,Medium,High,Half,2.75,2.75,4.75,4.75,1.583333333,3,3,5,5,1.6,1.8,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v100837635/,Unknown,45,187,"Speaking diaphragm, one-click fit test",RR,
Secure-Click,3M,Large,High,Half,3,3,4.75,4.75,1.461538462,3.25,3.25,5.25,5.25,1.7,1.8,Y,Y,N,Many,Silicone,https://www.3m.com/3M/en_US/p/d/v100837635/,Unknown,45,194,"Speaking diaphragm, one-click fit test",RR,
AirBoss,AirBoss,L/XL,Med/High,Half,2.75,2.75,4.25,4.25,1.416666667,3,3,4.5,4.5,1.2,1.7,N,N,N,N100,Silicone - possibly impure,https://www.adg.com/store,Unknown,65,142,Optional face shield clips on. NIOSH N100. Source Control.,RR,
AirBoss,AirBoss,S/M,Med/High,Half,2.75,2.75,4.25,4.25,1.307692308,3.25,3.25,4.5,4.5,1.2,1.9,N,N,N,N100,Silicone - possibly impure,https://www.adg.com/store,Unknown,65,127,Optional face shield clips on. NIOSH N100. Source Control.,RR,
Breathe99,Armbrust,One Size,Medium,1/4,2.75,2.75,4.25,4.25,1.7,2.5,2.5,4.25,4.25,0.6,0.75,N,N,N,???,Silicone,https://www.armbrustusa.com/products/breathe99-elastomeric-mask?variant=40070663471237,Unknown,60,42,Source control,RR,
M601 ,AYYBF,Medium,Med/High,Half,2.75,2.75,4.75,4.75,1.461538462,3.25,3.25,5,5,1.5,1.75,Y,Y,N,Many,"""silicone mixture"" [unknown]",https://www.amazon.com/dp/B08ZY1YYGN,Unknown,16,83,3M style bayonet adapter,RR,
US-SW-10,BAOMAO,One Size,Med/High,Half,2.75,2.75,5,5,1.538461538,3.25,3.25,5.25,5.25,1.5,2,Y,Y,N,Many,"""elastic silicone"" [unknown]",https://www.amazon.com/dp/B08LZ18B4Q,Unknown,15,108,3M style bayonet adapter,RR,
Clear,CNSTRONG,One Size,Medium,Half,3,3,5,5,1.538461538,3.25,3.25,5,5,,,Y,Y,N,Many,,https://www.amazon.com/dp/B0BB22MGFB,Unknown,20,128,Break off bespoke filter holder to reveal 3M bayonet,AA,
ComfortAir,Dentec,S/M,Med/High,Half,2.25,2.25,4.25,4.25,1.545454545,2.75,2.75,4.75,4.75,1.5,1.75,Y,Y,N,Many,Silicone,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,Unknown,25,120,Has exhale valve - NX series does not,RR,
ComfortAir,Dentec,Medium,High,Half,2.5,2.5,5,5,1.538461538,3.25,3.25,5,5,1.75,1.8,Y,Y,N,Many,Silicone,https://dentecsafety.com/usa/product/comfort-air-series-100-silicone-mask-diskit-p100ov-filters/,Unknown,40,129,Has exhale valve - NX series does not,RR,
Comfortair,Dentec,M/L,Med/High,Half,3.5,3.5,4.25,4.25,1.545454545,2.75,2.75,4.75,4.75,1.75,1.9,Y,Y,N,Many,Silicone,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,Unknown,25,101,Has exhale valve - NX series does not,RR,
Comfortair NX,Dentec,M/L,Med/High,Half,3.5,3.5,4.5,4.5,1.384615385,3.25,3.25,4.75,4.75,1.75,1.9,Y,Y,N,Many,Silicone,https://dentecsafety.com/usa/product/comfort-air-series-400-half-mask-elastomeric-rubber-with-diskit-p100ov-filters/,Unknown,25,101,"No exhale valve, black version",RR,
